3.887415310210907459e+08 4.000000000000000000e+01
3.887415382310316563e+08 4.100000000000000000e+01
3.887415454409725666e+08 4.300000000000000000e+01
3.887415526509134769e+08 4.500000000000000000e+01
3.887415598608544469e+08 5.400000000000000000e+01
3.887415670707953572e+08 4.100000000000000000e+01
3.887415742807362676e+08 5.100000000000000000e+01
3.887415814906772375e+08 4.200000000000000000e+01
3.887415887006181479e+08 5.200000000000000000e+01
3.887415959105590582e+08 6.500000000000000000e+01
3.887416031205000281e+08 4.900000000000000000e+01
3.887416103304409385e+08 4.100000000000000000e+01
3.887416175403818488e+08 5.200000000000000000e+01
3.887416247503228188e+08 1.020000000000000000e+02
3.887416319602637291e+08 3.910000000000000000e+02
3.887416391702046394e+08 3.100000000000000000e+02
3.887416463801456094e+08 1.860000000000000000e+02
3.887416535900865197e+08 1.450000000000000000e+02
3.887416608000274301e+08 1.360000000000000000e+02
3.887416680099684000e+08 1.080000000000000000e+02
3.887416752199093103e+08 8.600000000000000000e+01
3.887416824298502207e+08 1.070000000000000000e+02
3.887416896397911906e+08 9.200000000000000000e+01
3.887416968497321010e+08 9.300000000000000000e+01
3.887417040596730113e+08 8.100000000000000000e+01
3.887417112696139812e+08 9.200000000000000000e+01
3.887417184795548916e+08 9.600000000000000000e+01
3.887417256894958019e+08 8.800000000000000000e+01
3.887417328994367719e+08 8.600000000000000000e+01
3.887417401093776822e+08 9.000000000000000000e+01
